ride,datetime,wait_times
Via Napoli Ristorante e Pizzeria,2021-07-25 17:01:05.535753-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 17:01:05.535787-04:00,Closed
Awesome Planet,2021-07-25 17:21:04.196004-04:00,Open
Disney & Pixar Short Film Festival,2021-07-25 17:21:04.196059-04:00,Open
Journey Into Imagination With Figment,2021-07-25 17:21:04.196102-04:00,5 mins
Living with the Land,2021-07-25 17:21:04.196143-04:00,5 mins
Mission: SPACE,2021-07-25 17:21:04.196185-04:00,20 mins
Soarin',2021-07-25 17:21:04.196242-04:00,20 mins
Spaceship Earth,2021-07-25 17:21:04.196288-04:00,10 mins
Test Track Presented by Chevrolet,2021-07-25 17:21:04.196329-04:00,50 mins
The Seas with Nemo & Friends,2021-07-25 17:21:04.196371-04:00,10 mins
Turtle Talk With Crush,2021-07-25 17:21:04.196412-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 17:21:04.196453-04:00,Open
Frozen Ever After,2021-07-25 17:21:04.196496-04:00,55 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 17:21:04.196537-04:00,25 mins
O Canada!,2021-07-25 17:21:04.196582-04:00,Closed
Advanced Training Lab,2021-07-25 17:21:04.196622-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 17:21:04.196663-04:00,Closed
American Heritage Gallery,2021-07-25 17:21:04.196703-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 17:21:04.196744-04:00,Closed
Bruce's Shark World,2021-07-25 17:21:04.196785-04:00,Closed
Chefs de France,2021-07-25 17:21:04.196825-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 17:21:04.196865-04:00,Closed
Gallery of Arts and History,2021-07-25 17:21:04.196908-04:00,Closed
House of the Whispering Willows,2021-07-25 17:21:04.196952-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 17:21:04.196993-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 17:21:04.197034-04:00,Closed
Kidcot Fun Stops,2021-07-25 17:21:04.197082-04:00,Closed
La Cava del Tequila,2021-07-25 17:21:04.197122-04:00,Closed
Manatees - Disney Animals,2021-07-25 17:21:04.197163-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 17:21:04.197204-04:00,Closed
Monsieur Paul,2021-07-25 17:21:04.197244-04:00,Closed
Nine Dragons Restaurant,2021-07-25 17:21:04.197284-04:00,Closed
Palais du Cinéma,2021-07-25 17:21:04.197324-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 17:21:04.197365-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 17:21:04.197407-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 17:21:04.197447-04:00,Closed
Restaurant Marrakesh,2021-07-25 17:21:04.197488-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 17:21:04.197529-04:00,Closed
SeaBase,2021-07-25 17:21:04.197573-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 17:21:04.197614-04:00,Closed
Stave Church Gallery,2021-07-25 17:21:04.197655-04:00,Closed
Teppan Edo,2021-07-25 17:21:04.197696-04:00,Closed
Tokyo Dining,2021-07-25 17:21:04.197736-04:00,Closed
Tutto Italia Ristorante,2021-07-25 17:21:04.197777-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 17:21:04.197818-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 17:21:04.197859-04:00,Closed
Awesome Planet,2021-07-25 17:41:03.513477-04:00,Open
Disney & Pixar Short Film Festival,2021-07-25 17:41:03.513518-04:00,Open
Journey Into Imagination With Figment,2021-07-25 17:41:03.513553-04:00,5 mins
Living with the Land,2021-07-25 17:41:03.513587-04:00,5 mins
Mission: SPACE,2021-07-25 17:41:03.513621-04:00,20 mins
Soarin',2021-07-25 17:41:03.513654-04:00,20 mins
Spaceship Earth,2021-07-25 17:41:03.513694-04:00,10 mins
Test Track Presented by Chevrolet,2021-07-25 17:41:03.513728-04:00,50 mins
The Seas with Nemo & Friends,2021-07-25 17:41:03.513761-04:00,10 mins
Turtle Talk With Crush,2021-07-25 17:41:03.513854-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 17:41:03.513895-04:00,Open
Frozen Ever After,2021-07-25 17:41:03.513931-04:00,55 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 17:41:03.513965-04:00,35 mins
O Canada!,2021-07-25 17:41:03.513998-04:00,Closed
Advanced Training Lab,2021-07-25 17:41:03.514032-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 17:41:03.514065-04:00,Closed
American Heritage Gallery,2021-07-25 17:41:03.514098-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 17:41:03.514131-04:00,Closed
Bruce's Shark World,2021-07-25 17:41:03.514164-04:00,Closed
Chefs de France,2021-07-25 17:41:03.514197-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 17:41:03.514230-04:00,Closed
Gallery of Arts and History,2021-07-25 17:41:03.514263-04:00,Closed
House of the Whispering Willows,2021-07-25 17:41:03.514296-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 17:41:03.514329-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 17:41:03.514363-04:00,Closed
Kidcot Fun Stops,2021-07-25 17:41:03.514396-04:00,Closed
La Cava del Tequila,2021-07-25 17:41:03.514432-04:00,Closed
Manatees - Disney Animals,2021-07-25 17:41:03.514466-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 17:41:03.514499-04:00,Closed
Monsieur Paul,2021-07-25 17:41:03.514531-04:00,Closed
Nine Dragons Restaurant,2021-07-25 17:41:03.514564-04:00,Closed
Palais du Cinéma,2021-07-25 17:41:03.514597-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 17:41:03.514631-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 17:41:03.514670-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 17:41:03.514704-04:00,Closed
Restaurant Marrakesh,2021-07-25 17:41:03.514737-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 17:41:03.514770-04:00,Closed
SeaBase,2021-07-25 17:41:03.514803-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 17:41:03.514836-04:00,Closed
Stave Church Gallery,2021-07-25 17:41:03.514869-04:00,Closed
Teppan Edo,2021-07-25 17:41:03.514901-04:00,Closed
Tokyo Dining,2021-07-25 17:41:03.514934-04:00,Closed
Tutto Italia Ristorante,2021-07-25 17:41:03.514968-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 17:41:03.515001-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 17:41:03.515034-04:00,Closed
Awesome Planet,2021-07-25 18:01:03.905708-04:00,Open
Disney & Pixar Short Film Festival,2021-07-25 18:01:03.905747-04:00,Open
Journey Into Imagination With Figment,2021-07-25 18:01:03.905781-04:00,5 mins
Living with the Land,2021-07-25 18:01:03.905814-04:00,5 mins
Mission: SPACE,2021-07-25 18:01:03.905847-04:00,20 mins
Soarin',2021-07-25 18:01:03.905879-04:00,20 mins
Spaceship Earth,2021-07-25 18:01:03.905911-04:00,10 mins
Test Track Presented by Chevrolet,2021-07-25 18:01:03.905956-04:00,45 mins
The Seas with Nemo & Friends,2021-07-25 18:01:03.905988-04:00,10 mins
Turtle Talk With Crush,2021-07-25 18:01:03.906019-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 18:01:03.906051-04:00,Open
Frozen Ever After,2021-07-25 18:01:03.906091-04:00,55 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 18:01:03.906125-04:00,40 mins
O Canada!,2021-07-25 18:01:03.906157-04:00,Closed
Advanced Training Lab,2021-07-25 18:01:03.906188-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 18:01:03.906219-04:00,Closed
American Heritage Gallery,2021-07-25 18:01:03.906254-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 18:01:03.906285-04:00,Closed
Bruce's Shark World,2021-07-25 18:01:03.906316-04:00,Closed
Chefs de France,2021-07-25 18:01:03.906347-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 18:01:03.906378-04:00,Closed
Gallery of Arts and History,2021-07-25 18:01:03.906409-04:00,Closed
House of the Whispering Willows,2021-07-25 18:01:03.906441-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 18:01:03.906472-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 18:01:03.906504-04:00,Closed
Kidcot Fun Stops,2021-07-25 18:01:03.906574-04:00,Closed
La Cava del Tequila,2021-07-25 18:01:03.906610-04:00,Closed
Manatees - Disney Animals,2021-07-25 18:01:03.906641-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 18:01:03.906673-04:00,Closed
Monsieur Paul,2021-07-25 18:01:03.906704-04:00,Closed
Nine Dragons Restaurant,2021-07-25 18:01:03.906735-04:00,Closed
Palais du Cinéma,2021-07-25 18:01:03.906766-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 18:01:03.906799-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 18:01:03.906831-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 18:01:03.906862-04:00,Closed
Restaurant Marrakesh,2021-07-25 18:01:03.906893-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 18:01:03.906924-04:00,Closed
SeaBase,2021-07-25 18:01:03.906955-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 18:01:03.906986-04:00,Closed
Stave Church Gallery,2021-07-25 18:01:03.907017-04:00,Closed
Teppan Edo,2021-07-25 18:01:03.907048-04:00,Closed
Tokyo Dining,2021-07-25 18:01:03.907083-04:00,Closed
Tutto Italia Ristorante,2021-07-25 18:01:03.907115-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 18:01:03.907146-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 18:01:03.907177-04:00,Closed
Awesome Planet,2021-07-25 18:21:04.207480-04:00,Open
Disney & Pixar Short Film Festival,2021-07-25 18:21:04.207523-04:00,Open
Journey Into Imagination With Figment,2021-07-25 18:21:04.207561-04:00,5 mins
Living with the Land,2021-07-25 18:21:04.207595-04:00,5 mins
Mission: SPACE,2021-07-25 18:21:04.207678-04:00,20 mins
Soarin',2021-07-25 18:21:04.207714-04:00,20 mins
Spaceship Earth,2021-07-25 18:21:04.207750-04:00,10 mins
Test Track Presented by Chevrolet,2021-07-25 18:21:04.207783-04:00,45 mins
The Seas with Nemo & Friends,2021-07-25 18:21:04.207824-04:00,10 mins
Turtle Talk With Crush,2021-07-25 18:21:04.207858-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 18:21:04.207892-04:00,Open
Frozen Ever After,2021-07-25 18:21:04.207927-04:00,55 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 18:21:04.207961-04:00,35 mins
O Canada!,2021-07-25 18:21:04.207995-04:00,Closed
Advanced Training Lab,2021-07-25 18:21:04.208028-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 18:21:04.208061-04:00,Closed
American Heritage Gallery,2021-07-25 18:21:04.208094-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 18:21:04.208131-04:00,Closed
Bruce's Shark World,2021-07-25 18:21:04.208165-04:00,Closed
Chefs de France,2021-07-25 18:21:04.208197-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 18:21:04.208234-04:00,Closed
Gallery of Arts and History,2021-07-25 18:21:04.208269-04:00,Closed
House of the Whispering Willows,2021-07-25 18:21:04.208302-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 18:21:04.208335-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 18:21:04.208369-04:00,Closed
Kidcot Fun Stops,2021-07-25 18:21:04.208402-04:00,Closed
La Cava del Tequila,2021-07-25 18:21:04.208435-04:00,Closed
Manatees - Disney Animals,2021-07-25 18:21:04.208467-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 18:21:04.208500-04:00,Closed
Monsieur Paul,2021-07-25 18:21:04.208533-04:00,Closed
Nine Dragons Restaurant,2021-07-25 18:21:04.208566-04:00,Closed
Palais du Cinéma,2021-07-25 18:21:04.208599-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 18:21:04.208632-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 18:21:04.208665-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 18:21:04.208698-04:00,Closed
Restaurant Marrakesh,2021-07-25 18:21:04.208731-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 18:21:04.208764-04:00,Closed
SeaBase,2021-07-25 18:21:04.208804-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 18:21:04.208837-04:00,Closed
Stave Church Gallery,2021-07-25 18:21:04.208871-04:00,Closed
Teppan Edo,2021-07-25 18:21:04.208904-04:00,Closed
Tokyo Dining,2021-07-25 18:21:04.208953-04:00,Closed
Tutto Italia Ristorante,2021-07-25 18:21:04.208986-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 18:21:04.209020-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 18:21:04.209053-04:00,Closed
Awesome Planet,2021-07-25 18:41:04.637570-04:00,Open
Disney & Pixar Short Film Festival,2021-07-25 18:41:04.637610-04:00,Open
Journey Into Imagination With Figment,2021-07-25 18:41:04.637644-04:00,5 mins
Living with the Land,2021-07-25 18:41:04.637678-04:00,5 mins
Mission: SPACE,2021-07-25 18:41:04.637711-04:00,20 mins
Soarin',2021-07-25 18:41:04.637743-04:00,20 mins
Spaceship Earth,2021-07-25 18:41:04.637776-04:00,10 mins
Test Track Presented by Chevrolet,2021-07-25 18:41:04.637808-04:00,75 mins
The Seas with Nemo & Friends,2021-07-25 18:41:04.637843-04:00,10 mins
Turtle Talk With Crush,2021-07-25 18:41:04.637877-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 18:41:04.637909-04:00,Open
Frozen Ever After,2021-07-25 18:41:04.637943-04:00,55 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 18:41:04.637976-04:00,25 mins
O Canada!,2021-07-25 18:41:04.638010-04:00,Closed
Advanced Training Lab,2021-07-25 18:41:04.638042-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 18:41:04.638074-04:00,Closed
American Heritage Gallery,2021-07-25 18:41:04.638107-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 18:41:04.638140-04:00,Closed
Bruce's Shark World,2021-07-25 18:41:04.638172-04:00,Closed
Chefs de France,2021-07-25 18:41:04.638211-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 18:41:04.638245-04:00,Closed
Gallery of Arts and History,2021-07-25 18:41:04.638278-04:00,Closed
House of the Whispering Willows,2021-07-25 18:41:04.638310-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 18:41:04.638343-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 18:41:04.638378-04:00,Closed
Kidcot Fun Stops,2021-07-25 18:41:04.638411-04:00,Closed
La Cava del Tequila,2021-07-25 18:41:04.638444-04:00,Closed
Manatees - Disney Animals,2021-07-25 18:41:04.638476-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 18:41:04.638509-04:00,Closed
Monsieur Paul,2021-07-25 18:41:04.638541-04:00,Closed
Nine Dragons Restaurant,2021-07-25 18:41:04.638573-04:00,Closed
Palais du Cinéma,2021-07-25 18:41:04.638606-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 18:41:04.638638-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 18:41:04.638671-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 18:41:04.638703-04:00,Closed
Restaurant Marrakesh,2021-07-25 18:41:04.638736-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 18:41:04.638768-04:00,Closed
SeaBase,2021-07-25 18:41:04.638800-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 18:41:04.638832-04:00,Closed
Stave Church Gallery,2021-07-25 18:41:04.638865-04:00,Closed
Teppan Edo,2021-07-25 18:41:04.638899-04:00,Closed
Tokyo Dining,2021-07-25 18:41:04.638931-04:00,Closed
Tutto Italia Ristorante,2021-07-25 18:41:04.638963-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 18:41:04.638995-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 18:41:04.639027-04:00,Closed
Awesome Planet,2021-07-25 19:01:05.221399-04:00,Open
Disney & Pixar Short Film Festival,2021-07-25 19:01:05.221440-04:00,Open
Journey Into Imagination With Figment,2021-07-25 19:01:05.221475-04:00,5 mins
Living with the Land,2021-07-25 19:01:05.221510-04:00,5 mins
Mission: SPACE,2021-07-25 19:01:05.221543-04:00,15 mins
Soarin',2021-07-25 19:01:05.221577-04:00,20 mins
Spaceship Earth,2021-07-25 19:01:05.221611-04:00,10 mins
Test Track Presented by Chevrolet,2021-07-25 19:01:05.221644-04:00,75 mins
The Seas with Nemo & Friends,2021-07-25 19:01:05.221679-04:00,10 mins
Turtle Talk With Crush,2021-07-25 19:01:05.221713-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 19:01:05.221746-04:00,Open
Frozen Ever After,2021-07-25 19:01:05.221788-04:00,50 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 19:01:05.221826-04:00,25 mins
O Canada!,2021-07-25 19:01:05.221913-04:00,Closed
Advanced Training Lab,2021-07-25 19:01:05.221952-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 19:01:05.221986-04:00,Closed
American Heritage Gallery,2021-07-25 19:01:05.222019-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 19:01:05.222053-04:00,Closed
Bruce's Shark World,2021-07-25 19:01:05.222087-04:00,Closed
Chefs de France,2021-07-25 19:01:05.222120-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 19:01:05.222155-04:00,Closed
Gallery of Arts and History,2021-07-25 19:01:05.222189-04:00,Closed
House of the Whispering Willows,2021-07-25 19:01:05.222223-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 19:01:05.222256-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 19:01:05.222290-04:00,Closed
Kidcot Fun Stops,2021-07-25 19:01:05.222323-04:00,Closed
La Cava del Tequila,2021-07-25 19:01:05.222356-04:00,Closed
Manatees - Disney Animals,2021-07-25 19:01:05.222389-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 19:01:05.222425-04:00,Closed
Monsieur Paul,2021-07-25 19:01:05.222459-04:00,Closed
Nine Dragons Restaurant,2021-07-25 19:01:05.222492-04:00,Closed
Palais du Cinéma,2021-07-25 19:01:05.222525-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 19:01:05.222559-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 19:01:05.222593-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 19:01:05.222626-04:00,Closed
Restaurant Marrakesh,2021-07-25 19:01:05.222659-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 19:01:05.222692-04:00,Closed
SeaBase,2021-07-25 19:01:05.222726-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 19:01:05.222765-04:00,Closed
Stave Church Gallery,2021-07-25 19:01:05.222800-04:00,Closed
Teppan Edo,2021-07-25 19:01:05.222833-04:00,Closed
Tokyo Dining,2021-07-25 19:01:05.222867-04:00,Closed
Tutto Italia Ristorante,2021-07-25 19:01:05.222900-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 19:01:05.222933-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 19:01:05.222968-04:00,Closed
Awesome Planet,2021-07-25 19:21:04.148895-04:00,Open
Disney & Pixar Short Film Festival,2021-07-25 19:21:04.148934-04:00,Open
Journey Into Imagination With Figment,2021-07-25 19:21:04.148968-04:00,5 mins
Living with the Land,2021-07-25 19:21:04.149004-04:00,5 mins
Mission: SPACE,2021-07-25 19:21:04.149038-04:00,15 mins
Soarin',2021-07-25 19:21:04.149071-04:00,20 mins
Spaceship Earth,2021-07-25 19:21:04.149103-04:00,10 mins
Test Track Presented by Chevrolet,2021-07-25 19:21:04.149136-04:00,60 mins
The Seas with Nemo & Friends,2021-07-25 19:21:04.149170-04:00,10 mins
Turtle Talk With Crush,2021-07-25 19:21:04.149203-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 19:21:04.149239-04:00,Open
Frozen Ever After,2021-07-25 19:21:04.149274-04:00,50 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 19:21:04.149307-04:00,25 mins
O Canada!,2021-07-25 19:21:04.149340-04:00,Closed
Advanced Training Lab,2021-07-25 19:21:04.149372-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 19:21:04.149405-04:00,Closed
American Heritage Gallery,2021-07-25 19:21:04.149438-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 19:21:04.149471-04:00,Closed
Bruce's Shark World,2021-07-25 19:21:04.149508-04:00,Closed
Chefs de France,2021-07-25 19:21:04.149543-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 19:21:04.149576-04:00,Closed
Gallery of Arts and History,2021-07-25 19:21:04.149609-04:00,Closed
House of the Whispering Willows,2021-07-25 19:21:04.149641-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 19:21:04.149675-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 19:21:04.149708-04:00,Closed
Kidcot Fun Stops,2021-07-25 19:21:04.149749-04:00,Closed
La Cava del Tequila,2021-07-25 19:21:04.149782-04:00,Closed
Manatees - Disney Animals,2021-07-25 19:21:04.149814-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 19:21:04.149847-04:00,Closed
Monsieur Paul,2021-07-25 19:21:04.149887-04:00,Closed
Nine Dragons Restaurant,2021-07-25 19:21:04.149920-04:00,Closed
Palais du Cinéma,2021-07-25 19:21:04.149953-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 19:21:04.149985-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 19:21:04.150018-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 19:21:04.150051-04:00,Closed
Restaurant Marrakesh,2021-07-25 19:21:04.150085-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 19:21:04.150118-04:00,Closed
SeaBase,2021-07-25 19:21:04.150150-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 19:21:04.150182-04:00,Closed
Stave Church Gallery,2021-07-25 19:21:04.150214-04:00,Closed
Teppan Edo,2021-07-25 19:21:04.150249-04:00,Closed
Tokyo Dining,2021-07-25 19:21:04.150281-04:00,Closed
Tutto Italia Ristorante,2021-07-25 19:21:04.150313-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 19:21:04.150345-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 19:21:04.150377-04:00,Closed
Awesome Planet,2021-07-25 19:41:03.911904-04:00,Open
Disney & Pixar Short Film Festival,2021-07-25 19:41:03.911945-04:00,Open
Journey Into Imagination With Figment,2021-07-25 19:41:03.911980-04:00,5 mins
Living with the Land,2021-07-25 19:41:03.912014-04:00,5 mins
Mission: SPACE,2021-07-25 19:41:03.912048-04:00,15 mins
Soarin',2021-07-25 19:41:03.912081-04:00,20 mins
Spaceship Earth,2021-07-25 19:41:03.912115-04:00,10 mins
Test Track Presented by Chevrolet,2021-07-25 19:41:03.912149-04:00,60 mins
The Seas with Nemo & Friends,2021-07-25 19:41:03.912183-04:00,5 mins
Turtle Talk With Crush,2021-07-25 19:41:03.912216-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 19:41:03.912250-04:00,Open
Frozen Ever After,2021-07-25 19:41:03.912285-04:00,50 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 19:41:03.912319-04:00,25 mins
O Canada!,2021-07-25 19:41:03.912352-04:00,Closed
Advanced Training Lab,2021-07-25 19:41:03.912385-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 19:41:03.912418-04:00,Closed
American Heritage Gallery,2021-07-25 19:41:03.912452-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 19:41:03.912485-04:00,Closed
Bruce's Shark World,2021-07-25 19:41:03.912517-04:00,Closed
Chefs de France,2021-07-25 19:41:03.912550-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 19:41:03.912583-04:00,Closed
Gallery of Arts and History,2021-07-25 19:41:03.912616-04:00,Closed
House of the Whispering Willows,2021-07-25 19:41:03.912649-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 19:41:03.912681-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 19:41:03.912722-04:00,Closed
Kidcot Fun Stops,2021-07-25 19:41:03.912755-04:00,Closed
La Cava del Tequila,2021-07-25 19:41:03.912788-04:00,Closed
Manatees - Disney Animals,2021-07-25 19:41:03.912821-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 19:41:03.912854-04:00,Closed
Monsieur Paul,2021-07-25 19:41:03.912886-04:00,Closed
Nine Dragons Restaurant,2021-07-25 19:41:03.912919-04:00,Closed
Palais du Cinéma,2021-07-25 19:41:03.912952-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 19:41:03.912985-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 19:41:03.913018-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 19:41:03.913051-04:00,Closed
Restaurant Marrakesh,2021-07-25 19:41:03.913084-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 19:41:03.913117-04:00,Closed
SeaBase,2021-07-25 19:41:03.913149-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 19:41:03.913182-04:00,Closed
Stave Church Gallery,2021-07-25 19:41:03.913215-04:00,Closed
Teppan Edo,2021-07-25 19:41:03.913248-04:00,Closed
Tokyo Dining,2021-07-25 19:41:03.913280-04:00,Closed
Tutto Italia Ristorante,2021-07-25 19:41:03.913312-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 19:41:03.913345-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 19:41:03.913378-04:00,Closed
Awesome Planet,2021-07-25 20:01:05.385749-04:00,Open
Disney & Pixar Short Film Festival,2021-07-25 20:01:05.385790-04:00,Open
Journey Into Imagination With Figment,2021-07-25 20:01:05.385825-04:00,5 mins
Living with the Land,2021-07-25 20:01:05.385858-04:00,5 mins
Mission: SPACE,2021-07-25 20:01:05.385891-04:00,15 mins
Soarin',2021-07-25 20:01:05.385924-04:00,20 mins
Spaceship Earth,2021-07-25 20:01:05.385957-04:00,10 mins
Test Track Presented by Chevrolet,2021-07-25 20:01:05.385990-04:00,55 mins
The Seas with Nemo & Friends,2021-07-25 20:01:05.386023-04:00,5 mins
Turtle Talk With Crush,2021-07-25 20:01:05.386056-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 20:01:05.386089-04:00,Open
Frozen Ever After,2021-07-25 20:01:05.386123-04:00,50 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 20:01:05.386156-04:00,25 mins
O Canada!,2021-07-25 20:01:05.386191-04:00,Closed
Advanced Training Lab,2021-07-25 20:01:05.386223-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 20:01:05.386256-04:00,Closed
American Heritage Gallery,2021-07-25 20:01:05.386288-04:00,Closed
