Column1,Column2,Column3
Wilderness Explorers,2021-07-25 08:02:08.465083-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 08:02:08.465115-04:00,Closed
Kilimanjaro Safaris,2021-07-25 08:21:04.149894-04:00,5 mins
Pangani Forest Exploration Trail,2021-07-25 08:21:04.150079-04:00,Closed
Wildlife Express Train,2021-07-25 08:21:04.150136-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 08:21:04.150179-04:00,5 mins
Kali River Rapids,2021-07-25 08:21:04.150222-04:00,Closed
DINOSAUR,2021-07-25 08:21:04.150258-04:00,5 mins
The Boneyard,2021-07-25 08:21:04.150292-04:00,Closed
TriceraTop Spin,2021-07-25 08:21:04.150326-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 08:21:04.150360-04:00,5 mins
Avatar Flight of Passage,2021-07-25 08:21:04.150394-04:00,120 mins
Na'vi River Journey,2021-07-25 08:21:04.150428-04:00,5 mins
The Animation Experience at Conservation Station,2021-07-25 08:21:04.150462-04:00,Closed
Affection Section,2021-07-25 08:21:04.150497-04:00,Closed
African Birds - Disney Animals,2021-07-25 08:21:04.150530-04:00,Closed
African Elephants - Disney Animals,2021-07-25 08:21:04.150573-04:00,Closed
African Hogs - Disney Animals,2021-07-25 08:21:04.150607-04:00,Closed
African Lions - Disney Animals,2021-07-25 08:21:04.150641-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 08:21:04.150674-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 08:21:04.150708-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 08:21:04.150741-04:00,Closed
Conservation Station,2021-07-25 08:21:04.150777-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 08:21:04.150810-04:00,Closed
Dino-Sue,2021-07-25 08:21:04.150844-04:00,Closed
Discovery Island Trails,2021-07-25 08:21:04.150877-04:00,Closed
Flamingos - Disney Animals,2021-07-25 08:21:04.150949-04:00,Closed
Fossil Fun Games,2021-07-25 08:21:04.150986-04:00,Closed
Gibbons - Disney Animals,2021-07-25 08:21:04.151019-04:00,Closed
Giraffes - Disney Animals,2021-07-25 08:21:04.151051-04:00,Closed
Gorillas - Disney Animals,2021-07-25 08:21:04.151084-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 08:21:04.151116-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 08:21:04.151149-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 08:21:04.151182-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 08:21:04.151216-04:00,Closed
Meerkats - Disney Animals,2021-07-25 08:21:04.151248-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 08:21:04.151281-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 08:21:04.151314-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 08:21:04.151349-04:00,Closed
Okapis - Disney Animals,2021-07-25 08:21:04.151382-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 08:21:04.151414-04:00,Closed
The Oasis Exhibits,2021-07-25 08:21:04.151448-04:00,Closed
Tigers - Disney Animals,2021-07-25 08:21:04.151480-04:00,Closed
Tree of Life,2021-07-25 08:21:04.151513-04:00,Closed
Tusker House Restaurant,2021-07-25 08:21:04.151552-04:00,5 mins
Vultures - Disney Animals,2021-07-25 08:21:04.151585-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 08:21:04.151686-04:00,Closed
Wilderness Explorers,2021-07-25 08:21:04.151734-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 08:21:04.151768-04:00,Closed
Kilimanjaro Safaris,2021-07-25 08:41:03.971783-04:00,20 mins
Pangani Forest Exploration Trail,2021-07-25 08:41:03.971961-04:00,Closed
Wildlife Express Train,2021-07-25 08:41:03.972020-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 08:41:03.972072-04:00,5 mins
Kali River Rapids,2021-07-25 08:41:03.972121-04:00,Closed
DINOSAUR,2021-07-25 08:41:03.972159-04:00,5 mins
The Boneyard,2021-07-25 08:41:03.972194-04:00,Closed
TriceraTop Spin,2021-07-25 08:41:03.972228-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 08:41:03.972262-04:00,5 mins
Avatar Flight of Passage,2021-07-25 08:41:03.972296-04:00,140 mins
Na'vi River Journey,2021-07-25 08:41:03.972330-04:00,15 mins
The Animation Experience at Conservation Station,2021-07-25 08:41:03.972364-04:00,Closed
Affection Section,2021-07-25 08:41:03.972398-04:00,Closed
African Birds - Disney Animals,2021-07-25 08:41:03.972431-04:00,Closed
African Elephants - Disney Animals,2021-07-25 08:41:03.972465-04:00,Closed
African Hogs - Disney Animals,2021-07-25 08:41:03.972500-04:00,Closed
African Lions - Disney Animals,2021-07-25 08:41:03.972533-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 08:41:03.972567-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 08:41:03.972600-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 08:41:03.972633-04:00,Closed
Conservation Station,2021-07-25 08:41:03.972667-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 08:41:03.972700-04:00,Closed
Dino-Sue,2021-07-25 08:41:03.972733-04:00,Closed
Discovery Island Trails,2021-07-25 08:41:03.972766-04:00,Closed
Flamingos - Disney Animals,2021-07-25 08:41:03.972799-04:00,Closed
Fossil Fun Games,2021-07-25 08:41:03.972833-04:00,Closed
Gibbons - Disney Animals,2021-07-25 08:41:03.972865-04:00,Closed
Giraffes - Disney Animals,2021-07-25 08:41:03.972898-04:00,Closed
Gorillas - Disney Animals,2021-07-25 08:41:03.972931-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 08:41:03.972963-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 08:41:03.972997-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 08:41:03.973037-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 08:41:03.973073-04:00,Closed
Meerkats - Disney Animals,2021-07-25 08:41:03.973109-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 08:41:03.973143-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 08:41:03.973200-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 08:41:03.973237-04:00,Closed
Okapis - Disney Animals,2021-07-25 08:41:03.973270-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 08:41:03.973302-04:00,Closed
The Oasis Exhibits,2021-07-25 08:41:03.973336-04:00,Closed
Tigers - Disney Animals,2021-07-25 08:41:03.973369-04:00,Closed
Tree of Life,2021-07-25 08:41:03.973401-04:00,Closed
Tusker House Restaurant,2021-07-25 08:41:03.973434-04:00,40 mins
Vultures - Disney Animals,2021-07-25 08:41:03.973466-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 08:41:03.973498-04:00,Closed
Wilderness Explorers,2021-07-25 08:41:03.973531-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 08:41:03.973563-04:00,Closed
Kilimanjaro Safaris,2021-07-25 09:01:22.447107-04:00,30 mins
Pangani Forest Exploration Trail,2021-07-25 09:01:22.447276-04:00,Open
Wildlife Express Train,2021-07-25 09:01:22.447330-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 09:01:22.447372-04:00,5 mins
Kali River Rapids,2021-07-25 09:01:22.447411-04:00,Closed
DINOSAUR,2021-07-25 09:01:22.447446-04:00,5 mins
The Boneyard,2021-07-25 09:01:22.447481-04:00,Closed
TriceraTop Spin,2021-07-25 09:01:22.447515-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 09:01:22.447548-04:00,5 mins
Avatar Flight of Passage,2021-07-25 09:01:22.447582-04:00,145 mins
Na'vi River Journey,2021-07-25 09:01:22.447645-04:00,20 mins
The Animation Experience at Conservation Station,2021-07-25 09:01:22.447684-04:00,Closed
Affection Section,2021-07-25 09:01:22.447718-04:00,Closed
African Birds - Disney Animals,2021-07-25 09:01:22.447751-04:00,Closed
African Elephants - Disney Animals,2021-07-25 09:01:22.447785-04:00,Closed
African Hogs - Disney Animals,2021-07-25 09:01:22.447818-04:00,Closed
African Lions - Disney Animals,2021-07-25 09:01:22.447852-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 09:01:22.447886-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 09:01:22.447919-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 09:01:22.447953-04:00,Closed
Conservation Station,2021-07-25 09:01:22.447986-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 09:01:22.448019-04:00,Closed
Dino-Sue,2021-07-25 09:01:22.448052-04:00,Closed
Discovery Island Trails,2021-07-25 09:01:22.448084-04:00,Closed
Flamingos - Disney Animals,2021-07-25 09:01:22.448117-04:00,Closed
Fossil Fun Games,2021-07-25 09:01:22.448150-04:00,Closed
Gibbons - Disney Animals,2021-07-25 09:01:22.448183-04:00,Closed
Giraffes - Disney Animals,2021-07-25 09:01:22.448216-04:00,Closed
Gorillas - Disney Animals,2021-07-25 09:01:22.448249-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 09:01:22.448282-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 09:01:22.448315-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 09:01:22.448349-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 09:01:22.448382-04:00,Closed
Meerkats - Disney Animals,2021-07-25 09:01:22.448415-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 09:01:22.448448-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 09:01:22.448481-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 09:01:22.448515-04:00,Closed
Okapis - Disney Animals,2021-07-25 09:01:22.448548-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 09:01:22.448581-04:00,Closed
The Oasis Exhibits,2021-07-25 09:01:22.448615-04:00,Closed
Tigers - Disney Animals,2021-07-25 09:01:22.448653-04:00,Closed
Tree of Life,2021-07-25 09:01:22.448690-04:00,Closed
Tusker House Restaurant,2021-07-25 09:01:22.448723-04:00,55 mins
Vultures - Disney Animals,2021-07-25 09:01:22.448756-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 09:01:22.448793-04:00,Closed
Wilderness Explorers,2021-07-25 09:01:22.448838-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 09:01:22.448872-04:00,Closed
Kilimanjaro Safaris,2021-07-25 09:21:03.655994-04:00,45 mins
Pangani Forest Exploration Trail,2021-07-25 09:21:03.656172-04:00,Open
Wildlife Express Train,2021-07-25 09:21:03.656229-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 09:21:03.656271-04:00,5 mins
Kali River Rapids,2021-07-25 09:21:03.656310-04:00,10 mins
DINOSAUR,2021-07-25 09:21:03.656346-04:00,5 mins
The Boneyard,2021-07-25 09:21:03.656381-04:00,Closed
TriceraTop Spin,2021-07-25 09:21:03.656420-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 09:21:03.656454-04:00,5 mins
Avatar Flight of Passage,2021-07-25 09:21:03.656488-04:00,140 mins
Na'vi River Journey,2021-07-25 09:21:03.656522-04:00,40 mins
The Animation Experience at Conservation Station,2021-07-25 09:21:03.656556-04:00,Open
Affection Section,2021-07-25 09:21:03.656589-04:00,Closed
African Birds - Disney Animals,2021-07-25 09:21:03.656622-04:00,Closed
African Elephants - Disney Animals,2021-07-25 09:21:03.656656-04:00,Closed
African Hogs - Disney Animals,2021-07-25 09:21:03.656689-04:00,Closed
African Lions - Disney Animals,2021-07-25 09:21:03.656736-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 09:21:03.656769-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 09:21:03.656803-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 09:21:03.656836-04:00,Closed
Conservation Station,2021-07-25 09:21:03.656869-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 09:21:03.656903-04:00,Closed
Dino-Sue,2021-07-25 09:21:03.656936-04:00,Closed
Discovery Island Trails,2021-07-25 09:21:03.656970-04:00,Closed
Flamingos - Disney Animals,2021-07-25 09:21:03.657004-04:00,Closed
Fossil Fun Games,2021-07-25 09:21:03.657037-04:00,Closed
Gibbons - Disney Animals,2021-07-25 09:21:03.657069-04:00,Closed
Giraffes - Disney Animals,2021-07-25 09:21:03.657103-04:00,Closed
Gorillas - Disney Animals,2021-07-25 09:21:03.657136-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 09:21:03.657169-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 09:21:03.657202-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 09:21:03.657236-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 09:21:03.657270-04:00,Closed
Meerkats - Disney Animals,2021-07-25 09:21:03.657303-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 09:21:03.657335-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 09:21:03.657368-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 09:21:03.657402-04:00,Closed
Okapis - Disney Animals,2021-07-25 09:21:03.657435-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 09:21:03.657468-04:00,Closed
The Oasis Exhibits,2021-07-25 09:21:03.657508-04:00,Closed
Tigers - Disney Animals,2021-07-25 09:21:03.657541-04:00,Closed
Tree of Life,2021-07-25 09:21:03.657574-04:00,Closed
Tusker House Restaurant,2021-07-25 09:21:03.657607-04:00,45 mins
Vultures - Disney Animals,2021-07-25 09:21:03.657640-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 09:21:03.657673-04:00,Closed
Wilderness Explorers,2021-07-25 09:21:03.657711-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 09:21:03.657745-04:00,Closed
Kilimanjaro Safaris,2021-07-25 09:41:03.924045-04:00,40 mins
Pangani Forest Exploration Trail,2021-07-25 09:41:03.924225-04:00,Open
Wildlife Express Train,2021-07-25 09:41:03.924286-04:00,Open
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 09:41:03.924328-04:00,10 mins
Kali River Rapids,2021-07-25 09:41:03.924368-04:00,10 mins
DINOSAUR,2021-07-25 09:41:03.924408-04:00,5 mins
The Boneyard,2021-07-25 09:41:03.924444-04:00,Closed
TriceraTop Spin,2021-07-25 09:41:03.924478-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 09:41:03.924512-04:00,10 mins
Avatar Flight of Passage,2021-07-25 09:41:03.924546-04:00,140 mins
Na'vi River Journey,2021-07-25 09:41:03.924603-04:00,40 mins
The Animation Experience at Conservation Station,2021-07-25 09:41:03.924648-04:00,Open
Affection Section,2021-07-25 09:41:03.924683-04:00,Closed
African Birds - Disney Animals,2021-07-25 09:41:03.924716-04:00,Closed
African Elephants - Disney Animals,2021-07-25 09:41:03.924750-04:00,Closed
African Hogs - Disney Animals,2021-07-25 09:41:03.924783-04:00,Closed
African Lions - Disney Animals,2021-07-25 09:41:03.924816-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 09:41:03.924849-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 09:41:03.924885-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 09:41:03.924918-04:00,Closed
Conservation Station,2021-07-25 09:41:03.924954-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 09:41:03.924987-04:00,Closed
Dino-Sue,2021-07-25 09:41:03.925020-04:00,Closed
Discovery Island Trails,2021-07-25 09:41:03.925053-04:00,Closed
Flamingos - Disney Animals,2021-07-25 09:41:03.925086-04:00,Closed
Fossil Fun Games,2021-07-25 09:41:03.925118-04:00,Closed
Gibbons - Disney Animals,2021-07-25 09:41:03.925151-04:00,Closed
Giraffes - Disney Animals,2021-07-25 09:41:03.925184-04:00,Closed
Gorillas - Disney Animals,2021-07-25 09:41:03.925216-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 09:41:03.925249-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 09:41:03.925282-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 09:41:03.925315-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 09:41:03.925349-04:00,Closed
Meerkats - Disney Animals,2021-07-25 09:41:03.925382-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 09:41:03.925416-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 09:41:03.925449-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 09:41:03.925482-04:00,Closed
Okapis - Disney Animals,2021-07-25 09:41:03.925515-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 09:41:03.925548-04:00,Closed
The Oasis Exhibits,2021-07-25 09:41:03.925581-04:00,Closed
Tigers - Disney Animals,2021-07-25 09:41:03.925614-04:00,Closed
Tree of Life,2021-07-25 09:41:03.925653-04:00,Closed
Tusker House Restaurant,2021-07-25 09:41:03.925685-04:00,30 mins
Vultures - Disney Animals,2021-07-25 09:41:03.925718-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 09:41:03.925751-04:00,Closed
Wilderness Explorers,2021-07-25 09:41:03.925783-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 09:41:03.925816-04:00,Closed
Kilimanjaro Safaris,2021-07-25 10:01:05.376368-04:00,35 mins
Pangani Forest Exploration Trail,2021-07-25 10:01:05.377347-04:00,Open
Wildlife Express Train,2021-07-25 10:01:05.377447-04:00,Open
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 10:01:05.377493-04:00,30 mins
Kali River Rapids,2021-07-25 10:01:05.377533-04:00,20 mins
DINOSAUR,2021-07-25 10:01:05.377569-04:00,15 mins
The Boneyard,2021-07-25 10:01:05.377603-04:00,Closed
TriceraTop Spin,2021-07-25 10:01:05.377636-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 10:01:05.377670-04:00,10 mins
Avatar Flight of Passage,2021-07-25 10:01:05.377723-04:00,135 mins
Na'vi River Journey,2021-07-25 10:01:05.377758-04:00,40 mins
The Animation Experience at Conservation Station,2021-07-25 10:01:05.377792-04:00,Open
Affection Section,2021-07-25 10:01:05.377827-04:00,Closed
African Birds - Disney Animals,2021-07-25 10:01:05.377860-04:00,Closed
African Elephants - Disney Animals,2021-07-25 10:01:05.377895-04:00,Closed
African Hogs - Disney Animals,2021-07-25 10:01:05.377930-04:00,Closed
African Lions - Disney Animals,2021-07-25 10:01:05.377965-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 10:01:05.377998-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 10:01:05.378032-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 10:01:05.378066-04:00,Closed
Conservation Station,2021-07-25 10:01:05.378100-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 10:01:05.378177-04:00,Closed
Dino-Sue,2021-07-25 10:01:05.378216-04:00,Closed
Discovery Island Trails,2021-07-25 10:01:05.378249-04:00,Closed
Flamingos - Disney Animals,2021-07-25 10:01:05.378283-04:00,Closed
Fossil Fun Games,2021-07-25 10:01:05.378316-04:00,Closed
Gibbons - Disney Animals,2021-07-25 10:01:05.378348-04:00,Closed
Giraffes - Disney Animals,2021-07-25 10:01:05.378381-04:00,Closed
Gorillas - Disney Animals,2021-07-25 10:01:05.378415-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 10:01:05.378447-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 10:01:05.378480-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 10:01:05.378515-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 10:01:05.378548-04:00,Closed
Meerkats - Disney Animals,2021-07-25 10:01:05.378581-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 10:01:05.378614-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 10:01:05.378647-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 10:01:05.378680-04:00,Closed
Okapis - Disney Animals,2021-07-25 10:01:05.378714-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 10:01:05.378747-04:00,Closed
The Oasis Exhibits,2021-07-25 10:01:05.378780-04:00,Closed
Tigers - Disney Animals,2021-07-25 10:01:05.378813-04:00,Closed
Tree of Life,2021-07-25 10:01:05.378845-04:00,Closed
Tusker House Restaurant,2021-07-25 10:01:05.378878-04:00,25 mins
Vultures - Disney Animals,2021-07-25 10:01:05.378910-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 10:01:05.378943-04:00,Closed
Wilderness Explorers,2021-07-25 10:01:05.378989-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 10:01:05.379021-04:00,Closed
Kilimanjaro Safaris,2021-07-25 10:21:03.802314-04:00,40 mins
Pangani Forest Exploration Trail,2021-07-25 10:21:03.802505-04:00,Open
Wildlife Express Train,2021-07-25 10:21:03.802588-04:00,Open
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 10:21:03.802638-04:00,35 mins
Kali River Rapids,2021-07-25 10:21:03.802686-04:00,20 mins
DINOSAUR,2021-07-25 10:21:03.802729-04:00,20 mins
The Boneyard,2021-07-25 10:21:03.802771-04:00,Closed
TriceraTop Spin,2021-07-25 10:21:03.802813-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 10:21:03.802855-04:00,10 mins
Avatar Flight of Passage,2021-07-25 10:21:03.802897-04:00,145 mins
Na'vi River Journey,2021-07-25 10:21:03.802938-04:00,45 mins
The Animation Experience at Conservation Station,2021-07-25 10:21:03.802980-04:00,Open
Affection Section,2021-07-25 10:21:03.803022-04:00,Closed
African Birds - Disney Animals,2021-07-25 10:21:03.803063-04:00,Closed
African Elephants - Disney Animals,2021-07-25 10:21:03.803105-04:00,Closed
African Hogs - Disney Animals,2021-07-25 10:21:03.803146-04:00,Closed
African Lions - Disney Animals,2021-07-25 10:21:03.803187-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 10:21:03.803229-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 10:21:03.803289-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 10:21:03.803333-04:00,Closed
Conservation Station,2021-07-25 10:21:03.803381-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 10:21:03.803423-04:00,Closed
Dino-Sue,2021-07-25 10:21:03.803465-04:00,Closed
Discovery Island Trails,2021-07-25 10:21:03.803506-04:00,Closed
Flamingos - Disney Animals,2021-07-25 10:21:03.803560-04:00,Closed
Fossil Fun Games,2021-07-25 10:21:03.803602-04:00,Closed
Gibbons - Disney Animals,2021-07-25 10:21:03.803678-04:00,Closed
Giraffes - Disney Animals,2021-07-25 10:21:03.803729-04:00,Closed
Gorillas - Disney Animals,2021-07-25 10:21:03.803772-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 10:21:03.803853-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 10:21:03.803896-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 10:21:03.803939-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 10:21:03.804006-04:00,Closed
Meerkats - Disney Animals,2021-07-25 10:21:03.804054-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 10:21:03.804096-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 10:21:03.804136-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 10:21:03.804178-04:00,Closed
Okapis - Disney Animals,2021-07-25 10:21:03.804218-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 10:21:03.804259-04:00,Closed
The Oasis Exhibits,2021-07-25 10:21:03.804300-04:00,Closed
Tigers - Disney Animals,2021-07-25 10:21:03.804340-04:00,Closed
Tree of Life,2021-07-25 10:21:03.804380-04:00,Closed
Tusker House Restaurant,2021-07-25 10:21:03.804420-04:00,Open
Vultures - Disney Animals,2021-07-25 10:21:03.804461-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 10:21:03.804506-04:00,Closed
Wilderness Explorers,2021-07-25 10:21:03.804579-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 10:21:03.804621-04:00,Closed
Kilimanjaro Safaris,2021-07-25 10:41:03.979341-04:00,45 mins
Pangani Forest Exploration Trail,2021-07-25 10:41:03.979501-04:00,Open
Wildlife Express Train,2021-07-25 10:41:03.979554-04:00,Open
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 10:41:03.979598-04:00,35 mins
Kali River Rapids,2021-07-25 10:41:03.979659-04:00,20 mins
DINOSAUR,2021-07-25 10:41:03.979695-04:00,20 mins
The Boneyard,2021-07-25 10:41:03.979730-04:00,Closed
TriceraTop Spin,2021-07-25 10:41:03.979763-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 10:41:03.979806-04:00,10 mins
Avatar Flight of Passage,2021-07-25 10:41:03.979841-04:00,135 mins
Na'vi River Journey,2021-07-25 10:41:03.979874-04:00,45 mins
The Animation Experience at Conservation Station,2021-07-25 10:41:03.979908-04:00,Open
Affection Section,2021-07-25 10:41:03.979942-04:00,Closed
African Birds - Disney Animals,2021-07-25 10:41:03.979975-04:00,Closed
African Elephants - Disney Animals,2021-07-25 10:41:03.980008-04:00,Closed
African Hogs - Disney Animals,2021-07-25 10:41:03.980042-04:00,Closed
African Lions - Disney Animals,2021-07-25 10:41:03.980075-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 10:41:03.980109-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 10:41:03.980142-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 10:41:03.980176-04:00,Closed
Conservation Station,2021-07-25 10:41:03.980209-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 10:41:03.980242-04:00,Closed
Dino-Sue,2021-07-25 10:41:03.980276-04:00,Closed
Discovery Island Trails,2021-07-25 10:41:03.980308-04:00,Closed
Flamingos - Disney Animals,2021-07-25 10:41:03.980341-04:00,Closed
Fossil Fun Games,2021-07-25 10:41:03.980375-04:00,Closed
Gibbons - Disney Animals,2021-07-25 10:41:03.980407-04:00,Closed
Giraffes - Disney Animals,2021-07-25 10:41:03.980444-04:00,Closed
Gorillas - Disney Animals,2021-07-25 10:41:03.980477-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 10:41:03.980510-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 10:41:03.980543-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 10:41:03.980577-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 10:41:03.980613-04:00,Closed
Meerkats - Disney Animals,2021-07-25 10:41:03.980646-04:00,Closed
