Column1,Column2,Column3
African Birds - Disney Animals,2021-07-25 18:21:04.206317-04:00,Closed
African Elephants - Disney Animals,2021-07-25 18:21:04.206350-04:00,Closed
African Hogs - Disney Animals,2021-07-25 18:21:04.206383-04:00,Closed
African Lions - Disney Animals,2021-07-25 18:21:04.206417-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 18:21:04.206450-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 18:21:04.206483-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 18:21:04.206516-04:00,Closed
Conservation Station,2021-07-25 18:21:04.206550-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 18:21:04.206583-04:00,Closed
Dino-Sue,2021-07-25 18:21:04.206616-04:00,Closed
Discovery Island Trails,2021-07-25 18:21:04.206649-04:00,Closed
Flamingos - Disney Animals,2021-07-25 18:21:04.206683-04:00,Closed
Fossil Fun Games,2021-07-25 18:21:04.206715-04:00,Closed
Gibbons - Disney Animals,2021-07-25 18:21:04.206748-04:00,Closed
Giraffes - Disney Animals,2021-07-25 18:21:04.206781-04:00,Closed
Gorillas - Disney Animals,2021-07-25 18:21:04.206823-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 18:21:04.206859-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 18:21:04.206892-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 18:21:04.206926-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 18:21:04.206960-04:00,Closed
Meerkats - Disney Animals,2021-07-25 18:21:04.206992-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 18:21:04.207026-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 18:21:04.207059-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 18:21:04.207092-04:00,Closed
Okapis - Disney Animals,2021-07-25 18:21:04.207126-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 18:21:04.207158-04:00,Closed
The Oasis Exhibits,2021-07-25 18:21:04.207203-04:00,Closed
Tigers - Disney Animals,2021-07-25 18:21:04.207236-04:00,Closed
Tree of Life,2021-07-25 18:21:04.207268-04:00,Closed
Tusker House Restaurant,2021-07-25 18:21:04.207301-04:00,25 mins
Vultures - Disney Animals,2021-07-25 18:21:04.207333-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 18:21:04.207365-04:00,Closed
Wilderness Explorers,2021-07-25 18:21:04.207398-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 18:21:04.207430-04:00,Closed
Kilimanjaro Safaris,2021-07-25 18:41:04.635732-04:00,15 mins
Pangani Forest Exploration Trail,2021-07-25 18:41:04.635927-04:00,Open
Wildlife Express Train,2021-07-25 18:41:04.635986-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 18:41:04.636029-04:00,20 mins
Kali River Rapids,2021-07-25 18:41:04.636070-04:00,30 mins
DINOSAUR,2021-07-25 18:41:04.636107-04:00,15 mins
The Boneyard,2021-07-25 18:41:04.636141-04:00,Closed
TriceraTop Spin,2021-07-25 18:41:04.636174-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 18:41:04.636216-04:00,10 mins
Avatar Flight of Passage,2021-07-25 18:41:04.636252-04:00,85 mins
Na'vi River Journey,2021-07-25 18:41:04.636285-04:00,30 mins
The Animation Experience at Conservation Station,2021-07-25 18:41:04.636318-04:00,Closed
Affection Section,2021-07-25 18:41:04.636352-04:00,Closed
African Birds - Disney Animals,2021-07-25 18:41:04.636385-04:00,Closed
African Elephants - Disney Animals,2021-07-25 18:41:04.636418-04:00,Closed
African Hogs - Disney Animals,2021-07-25 18:41:04.636451-04:00,Closed
African Lions - Disney Animals,2021-07-25 18:41:04.636529-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 18:41:04.636567-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 18:41:04.636600-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 18:41:04.636633-04:00,Closed
Conservation Station,2021-07-25 18:41:04.636666-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 18:41:04.636699-04:00,Closed
Dino-Sue,2021-07-25 18:41:04.636731-04:00,Closed
Discovery Island Trails,2021-07-25 18:41:04.636767-04:00,Closed
Flamingos - Disney Animals,2021-07-25 18:41:04.636800-04:00,Closed
Fossil Fun Games,2021-07-25 18:41:04.636832-04:00,Closed
Gibbons - Disney Animals,2021-07-25 18:41:04.636864-04:00,Closed
Giraffes - Disney Animals,2021-07-25 18:41:04.636896-04:00,Closed
Gorillas - Disney Animals,2021-07-25 18:41:04.636928-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 18:41:04.636960-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 18:41:04.636993-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 18:41:04.637026-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 18:41:04.637059-04:00,Closed
Meerkats - Disney Animals,2021-07-25 18:41:04.637092-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 18:41:04.637124-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 18:41:04.637157-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 18:41:04.637189-04:00,Closed
Okapis - Disney Animals,2021-07-25 18:41:04.637228-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 18:41:04.637260-04:00,Closed
The Oasis Exhibits,2021-07-25 18:41:04.637296-04:00,Closed
Tigers - Disney Animals,2021-07-25 18:41:04.637328-04:00,Closed
Tree of Life,2021-07-25 18:41:04.637360-04:00,Closed
Tusker House Restaurant,2021-07-25 18:41:04.637392-04:00,5 mins
Vultures - Disney Animals,2021-07-25 18:41:04.637423-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 18:41:04.637455-04:00,Closed
Wilderness Explorers,2021-07-25 18:41:04.637487-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 18:41:04.637519-04:00,Closed
Kilimanjaro Safaris,2021-07-25 19:01:05.219513-04:00,10 mins
Pangani Forest Exploration Trail,2021-07-25 19:01:05.219712-04:00,Closed
Wildlife Express Train,2021-07-25 19:01:05.219792-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 19:01:05.219838-04:00,15 mins
Kali River Rapids,2021-07-25 19:01:05.219880-04:00,20 mins
DINOSAUR,2021-07-25 19:01:05.219917-04:00,10 mins
The Boneyard,2021-07-25 19:01:05.219954-04:00,Closed
TriceraTop Spin,2021-07-25 19:01:05.219989-04:00,5 mins
It's Tough to be a Bug!,2021-07-25 19:01:05.220024-04:00,10 mins
Avatar Flight of Passage,2021-07-25 19:01:05.220060-04:00,85 mins
Na'vi River Journey,2021-07-25 19:01:05.220096-04:00,30 mins
The Animation Experience at Conservation Station,2021-07-25 19:01:05.220134-04:00,Closed
Affection Section,2021-07-25 19:01:05.220170-04:00,Closed
African Birds - Disney Animals,2021-07-25 19:01:05.220205-04:00,Closed
African Elephants - Disney Animals,2021-07-25 19:01:05.220239-04:00,Closed
African Hogs - Disney Animals,2021-07-25 19:01:05.220274-04:00,Closed
African Lions - Disney Animals,2021-07-25 19:01:05.220309-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 19:01:05.220343-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 19:01:05.220378-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 19:01:05.220413-04:00,Closed
Conservation Station,2021-07-25 19:01:05.220447-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 19:01:05.220481-04:00,Closed
Dino-Sue,2021-07-25 19:01:05.220516-04:00,Closed
Discovery Island Trails,2021-07-25 19:01:05.220550-04:00,Closed
Flamingos - Disney Animals,2021-07-25 19:01:05.220584-04:00,Closed
Fossil Fun Games,2021-07-25 19:01:05.220618-04:00,Closed
Gibbons - Disney Animals,2021-07-25 19:01:05.220652-04:00,Closed
Giraffes - Disney Animals,2021-07-25 19:01:05.220700-04:00,Closed
Gorillas - Disney Animals,2021-07-25 19:01:05.220735-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 19:01:05.220774-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 19:01:05.220809-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 19:01:05.220844-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 19:01:05.220879-04:00,Closed
Meerkats - Disney Animals,2021-07-25 19:01:05.220913-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 19:01:05.220946-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 19:01:05.220980-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 19:01:05.221014-04:00,Closed
Okapis - Disney Animals,2021-07-25 19:01:05.221048-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 19:01:05.221081-04:00,Closed
The Oasis Exhibits,2021-07-25 19:01:05.221115-04:00,Closed
Tigers - Disney Animals,2021-07-25 19:01:05.221149-04:00,Closed
Tree of Life,2021-07-25 19:01:05.221182-04:00,Closed
Tusker House Restaurant,2021-07-25 19:01:05.221215-04:00,Open
Vultures - Disney Animals,2021-07-25 19:01:05.221250-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 19:01:05.221284-04:00,Closed
Wilderness Explorers,2021-07-25 19:01:05.221317-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 19:01:05.221350-04:00,Closed
Kilimanjaro Safaris,2021-07-25 19:21:04.147055-04:00,Closed
Pangani Forest Exploration Trail,2021-07-25 19:21:04.147228-04:00,Closed
Wildlife Express Train,2021-07-25 19:21:04.147285-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 19:21:04.147328-04:00,Closed
Kali River Rapids,2021-07-25 19:21:04.147373-04:00,Closed
DINOSAUR,2021-07-25 19:21:04.147409-04:00,Closed
The Boneyard,2021-07-25 19:21:04.147444-04:00,Closed
TriceraTop Spin,2021-07-25 19:21:04.147478-04:00,Closed
It's Tough to be a Bug!,2021-07-25 19:21:04.147515-04:00,Closed
Avatar Flight of Passage,2021-07-25 19:21:04.147549-04:00,Closed
Na'vi River Journey,2021-07-25 19:21:04.147582-04:00,Closed
The Animation Experience at Conservation Station,2021-07-25 19:21:04.147615-04:00,Closed
Affection Section,2021-07-25 19:21:04.147677-04:00,Closed
African Birds - Disney Animals,2021-07-25 19:21:04.147711-04:00,Closed
African Elephants - Disney Animals,2021-07-25 19:21:04.147753-04:00,Closed
African Hogs - Disney Animals,2021-07-25 19:21:04.147787-04:00,Closed
African Lions - Disney Animals,2021-07-25 19:21:04.147821-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 19:21:04.147855-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 19:21:04.147889-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 19:21:04.147922-04:00,Closed
Conservation Station,2021-07-25 19:21:04.147956-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 19:21:04.147989-04:00,Closed
Dino-Sue,2021-07-25 19:21:04.148022-04:00,Closed
Discovery Island Trails,2021-07-25 19:21:04.148060-04:00,Closed
Flamingos - Disney Animals,2021-07-25 19:21:04.148094-04:00,Closed
Fossil Fun Games,2021-07-25 19:21:04.148127-04:00,Closed
Gibbons - Disney Animals,2021-07-25 19:21:04.148160-04:00,Closed
Giraffes - Disney Animals,2021-07-25 19:21:04.148193-04:00,Closed
Gorillas - Disney Animals,2021-07-25 19:21:04.148229-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 19:21:04.148263-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 19:21:04.148296-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 19:21:04.148330-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 19:21:04.148365-04:00,Closed
Meerkats - Disney Animals,2021-07-25 19:21:04.148398-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 19:21:04.148431-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 19:21:04.148465-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 19:21:04.148499-04:00,Closed
Okapis - Disney Animals,2021-07-25 19:21:04.148545-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 19:21:04.148579-04:00,Closed
The Oasis Exhibits,2021-07-25 19:21:04.148613-04:00,Closed
Tigers - Disney Animals,2021-07-25 19:21:04.148645-04:00,Closed
Tree of Life,2021-07-25 19:21:04.148677-04:00,Closed
Tusker House Restaurant,2021-07-25 19:21:04.148709-04:00,Open
Vultures - Disney Animals,2021-07-25 19:21:04.148748-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 19:21:04.148781-04:00,Closed
Wilderness Explorers,2021-07-25 19:21:04.148814-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 19:21:04.148847-04:00,Closed
Kilimanjaro Safaris,2021-07-25 19:41:03.910040-04:00,Closed
Pangani Forest Exploration Trail,2021-07-25 19:41:03.910201-04:00,Closed
Wildlife Express Train,2021-07-25 19:41:03.910255-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 19:41:03.910296-04:00,Closed
Kali River Rapids,2021-07-25 19:41:03.910335-04:00,Closed
DINOSAUR,2021-07-25 19:41:03.910370-04:00,Closed
The Boneyard,2021-07-25 19:41:03.910404-04:00,Closed
TriceraTop Spin,2021-07-25 19:41:03.910438-04:00,Closed
It's Tough to be a Bug!,2021-07-25 19:41:03.910471-04:00,Closed
Avatar Flight of Passage,2021-07-25 19:41:03.910505-04:00,Closed
Na'vi River Journey,2021-07-25 19:41:03.910539-04:00,Closed
The Animation Experience at Conservation Station,2021-07-25 19:41:03.910572-04:00,Closed
Affection Section,2021-07-25 19:41:03.910609-04:00,Closed
African Birds - Disney Animals,2021-07-25 19:41:03.910642-04:00,Closed
African Elephants - Disney Animals,2021-07-25 19:41:03.910675-04:00,Closed
African Hogs - Disney Animals,2021-07-25 19:41:03.910718-04:00,Closed
African Lions - Disney Animals,2021-07-25 19:41:03.910752-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 19:41:03.910785-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 19:41:03.910819-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 19:41:03.910852-04:00,Closed
Conservation Station,2021-07-25 19:41:03.910885-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 19:41:03.910919-04:00,Closed
Dino-Sue,2021-07-25 19:41:03.910952-04:00,Closed
Discovery Island Trails,2021-07-25 19:41:03.910984-04:00,Closed
Flamingos - Disney Animals,2021-07-25 19:41:03.911017-04:00,Closed
Fossil Fun Games,2021-07-25 19:41:03.911050-04:00,Closed
Gibbons - Disney Animals,2021-07-25 19:41:03.911083-04:00,Closed
Giraffes - Disney Animals,2021-07-25 19:41:03.911116-04:00,Closed
Gorillas - Disney Animals,2021-07-25 19:41:03.911151-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 19:41:03.911184-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 19:41:03.911217-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 19:41:03.911251-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 19:41:03.911285-04:00,Closed
Meerkats - Disney Animals,2021-07-25 19:41:03.911318-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 19:41:03.911351-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 19:41:03.911384-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 19:41:03.911417-04:00,Closed
Okapis - Disney Animals,2021-07-25 19:41:03.911450-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 19:41:03.911483-04:00,Closed
The Oasis Exhibits,2021-07-25 19:41:03.911516-04:00,Closed
Tigers - Disney Animals,2021-07-25 19:41:03.911549-04:00,Closed
Tree of Life,2021-07-25 19:41:03.911582-04:00,Closed
Tusker House Restaurant,2021-07-25 19:41:03.911664-04:00,Open
Vultures - Disney Animals,2021-07-25 19:41:03.911740-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 19:41:03.911780-04:00,Closed
Wilderness Explorers,2021-07-25 19:41:03.911816-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 19:41:03.911852-04:00,Closed
Kilimanjaro Safaris,2021-07-25 20:01:05.383886-04:00,Closed
Pangani Forest Exploration Trail,2021-07-25 20:01:05.384154-04:00,Closed
Wildlife Express Train,2021-07-25 20:01:05.384223-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 20:01:05.384267-04:00,Closed
Kali River Rapids,2021-07-25 20:01:05.384307-04:00,Closed
DINOSAUR,2021-07-25 20:01:05.384344-04:00,Closed
The Boneyard,2021-07-25 20:01:05.384378-04:00,Closed
TriceraTop Spin,2021-07-25 20:01:05.384411-04:00,Closed
It's Tough to be a Bug!,2021-07-25 20:01:05.384445-04:00,Closed
Avatar Flight of Passage,2021-07-25 20:01:05.384478-04:00,Closed
Na'vi River Journey,2021-07-25 20:01:05.384510-04:00,Closed
The Animation Experience at Conservation Station,2021-07-25 20:01:05.384542-04:00,Closed
Affection Section,2021-07-25 20:01:05.384589-04:00,Closed
African Birds - Disney Animals,2021-07-25 20:01:05.384622-04:00,Closed
African Elephants - Disney Animals,2021-07-25 20:01:05.384655-04:00,Closed
African Hogs - Disney Animals,2021-07-25 20:01:05.384687-04:00,Closed
African Lions - Disney Animals,2021-07-25 20:01:05.384720-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 20:01:05.384752-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 20:01:05.384784-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 20:01:05.384817-04:00,Closed
Conservation Station,2021-07-25 20:01:05.384850-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 20:01:05.384882-04:00,Closed
Dino-Sue,2021-07-25 20:01:05.384914-04:00,Closed
Discovery Island Trails,2021-07-25 20:01:05.384946-04:00,Closed
Flamingos - Disney Animals,2021-07-25 20:01:05.384978-04:00,Closed
Fossil Fun Games,2021-07-25 20:01:05.385010-04:00,Closed
Gibbons - Disney Animals,2021-07-25 20:01:05.385042-04:00,Closed
Giraffes - Disney Animals,2021-07-25 20:01:05.385073-04:00,Closed
Gorillas - Disney Animals,2021-07-25 20:01:05.385108-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 20:01:05.385140-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 20:01:05.385172-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 20:01:05.385209-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 20:01:05.385244-04:00,Closed
Meerkats - Disney Animals,2021-07-25 20:01:05.385276-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 20:01:05.385308-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 20:01:05.385340-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 20:01:05.385373-04:00,Closed
Okapis - Disney Animals,2021-07-25 20:01:05.385405-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 20:01:05.385436-04:00,Closed
The Oasis Exhibits,2021-07-25 20:01:05.385469-04:00,Closed
Tigers - Disney Animals,2021-07-25 20:01:05.385501-04:00,Closed
Tree of Life,2021-07-25 20:01:05.385533-04:00,Closed
Tusker House Restaurant,2021-07-25 20:01:05.385569-04:00,Open
Vultures - Disney Animals,2021-07-25 20:01:05.385602-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 20:01:05.385636-04:00,Closed
Wilderness Explorers,2021-07-25 20:01:05.385667-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 20:01:05.385700-04:00,Closed
Kilimanjaro Safaris,2021-07-25 20:21:04.188196-04:00,Closed
Pangani Forest Exploration Trail,2021-07-25 20:21:04.188358-04:00,Closed
Wildlife Express Train,2021-07-25 20:21:04.188410-04:00,Closed
